"","env","Strain","Mut_ID","avgS","seS","Mean_GR","Std_err","mutCall","minCI","maxCI"
"1","30SC3","LK1-A02",1,0.00264637564141214,0.00830232536902809,0.0804079675384638,0.00432213358469658,"Neutral",-0.0187736238106803,0.0240663750935046
"2","30SC3","LK1-A02",2,0.0270361097936037,0.00849460172262834,0.0804079675384638,0.00432213358469658,"Beneficial",0.00512003734922263,0.0489521822379849
"3","30SC3","LK1-A02",3,0.0251165693877544,0.0116094293098119,0.0804079675384638,0.00432213358469658,"Neutral",-0.00483575823156037,0.0550688970070691
"4","30SC3","LK1-A02",5,0.000333293590411361,0.00764399708332985,0.0804079675384638,0.00432213358469658,"Neutral",-0.0193882188845796,0.0200548060654024
"5","30SC3","LK1-A02",7,0.0290407403205992,0.00618594219504087,0.0804079675384638,0.00432213358469658,"Beneficial",0.0130810094573938,0.0450004711838047
"6","30SC3","LK1-A02",10,0.00404533582145673,0.00588764274052973,0.0804079675384638,0.00432213358469658,"Neutral",-0.01114478244911,0.0192354540920234
"7","30SC3","LK1-A02",11,-0.00707183140403805,0.00882707266335703,0.0804079675384638,0.00432213358469658,"Neutral",-0.0298456788754992,0.0157020160674231
"8","30SC3","LK1-A02",14,0.0437791104236856,0.0147382288744289,0.0804079675384638,0.00432213358469658,"Beneficial",0.00575447992765908,0.081803740919712
"9","30SC3","LK1-A02",15,0.0826784779190338,0.0062818794051549,0.0804079675384638,0.00432213358469658,"Beneficial",0.0664712290537342,0.0988857267843335
"10","30SC3","LK1-A02",17,0.00402512018471968,0.00675365189273211,0.0804079675384638,0.00432213358469658,"Neutral",-0.0133993016985292,0.0214495420679685
"11","30SC3","LK1-A02",18,0.0147464889507121,0.0369234785705217,0.0804079675384638,0.00432213358469658,"Neutral",-0.0805160857612339,0.110009063662658
"12","30SC3","LK1-A02",19,0.0161520403393783,0.0203869706360603,0.0804079675384638,0.00432213358469658,"Neutral",-0.0364463439016574,0.0687504245804139
"13","30SC3","LK1-A02",21,0.0244060437173626,0.0221942883506302,0.0804079675384638,0.00432213358469658,"Neutral",-0.0328552202272634,0.0816673076619886
"14","30SC3","LK1-A02",22,0.0103842771180332,0.0123159372977055,0.0804079675384638,0.00432213358469658,"Neutral",-0.0213908411100469,0.0421593953461133
"15","30SC3","LK1-A02",26,-0.00144153417264555,0.038802066669773,0.0804079675384638,0.00432213358469658,"Neutral",-0.10155086618066,0.0986677978353687
"16","30SC3","LK1-A02",27,-0.00174347530377553,0.0082203083235559,0.0804079675384638,0.00432213358469658,"Neutral",-0.0229518707785497,0.0194649201709987
"17","30SC3","LK1-A02",29,0.0111209956329471,0.0107916061921716,0.0804079675384638,0.00432213358469658,"Neutral",-0.0167213483428557,0.0389633396087499
"18","30SC3","LK1-A02",30,0.0101374461546196,0.0123407109338991,0.0804079675384638,0.00432213358469658,"Neutral",-0.0217015880548402,0.0419764803640794
"19","30SC3","LK1-A02",33,-0.00189390668195232,0.0140490578794574,0.0804079675384638,0.00432213358469658,"Neutral",-0.0381404760109525,0.0343526626470479
"20","30SC3","LK1-A02",35,0.0255945902119927,0.00826753510583645,0.0804079675384638,0.00432213358469658,"Beneficial",0.00426434963893465,0.0469248307850507
"21","30SC3","LK1-A02",39,0.100360103260588,0.0116516870109073,0.0804079675384638,0.00432213358469658,"Beneficial",0.0702987507724472,0.130421455748729
"22","30SC3","LK1-A02",40,0.026823557127782,0.0130553956912861,0.0804079675384638,0.00432213358469658,"Neutral",-0.00685936375573605,0.0605064780113001
"23","30SC3","LK1-A02",43,0.03799644956229,0.0128784073504704,0.0804079675384638,0.00432213358469658,"Beneficial",0.00477015859807645,0.0712227405265035
"24","30SC3","LK1-A02",44,0.0231808629201334,0.00627742007311859,0.0804079675384638,0.00432213358469658,"Beneficial",0.00698511913148748,0.0393766067087794
"25","30SC3","LK1-A02",46,0.0342686710809124,0.0132000108101689,0.0804079675384638,0.00432213358469658,"Beneficial",0.000212643190676653,0.0683246989711482
"26","30SC3","LK1-A02",50,-0.0407008000932584,0.0256746552436154,0.0804079675384638,0.00432213358469658,"Neutral",-0.106941410621786,0.0255398104352693
"27","30SC3","LK1-A02",53,0.0687585221294022,0.0209987758676031,0.0804079675384638,0.00432213358469658,"Beneficial",0.0145816803909862,0.122935363867818
"28","30SC3","LK1-A02",55,0.0356212696820932,0.00987236268729226,0.0804079675384638,0.00432213358469658,"Beneficial",0.0101505739488792,0.0610919654153072
"29","30SC3","LK1-A02",57,-0.00918456287830703,0.0284303625151166,0.0804079675384638,0.00432213358469658,"Neutral",-0.0825348981673079,0.0641657724106939
"30","30SC3","LK1-A02",58,0.0108218533726356,0.00685869874903261,0.0804079675384638,0.00432213358469658,"Neutral",-0.00687358939986851,0.0285172961451397
"31","30SC3","LK1-A02",59,0.0372260387897354,0.0116423801276968,0.0804079675384638,0.00432213358469658,"Beneficial",0.00718869806027778,0.0672633795191931
"32","30SC3","LK1-A02",60,0.032719387403817,0.00977008362289445,0.0804079675384638,0.00432213358469658,"Beneficial",0.0075125716567493,0.0579262031508847
"33","30SC3","LK1-A02",62,-0.0036492516526791,0.0164411936026067,0.0804079675384638,0.00432213358469658,"Neutral",-0.0460675311474043,0.0387690278420461
"34","30SC3","LK1-A02",66,0.0660643903083013,0.00571313569784654,0.0804079675384638,0.00432213358469658,"Beneficial",0.0513245002078572,0.0808042804087453
"35","30SC3","LK1-A02",67,0.0554309454976256,0.0103038861937404,0.0804079675384638,0.00432213358469658,"Beneficial",0.0288469191177754,0.0820149718774758
"36","30SC3","LK1-A02",68,0.0107808721078265,0.00774275241524764,0.0804079675384638,0.00432213358469658,"Neutral",-0.00919542912351238,0.0307571733391655
"37","30SC3","LK1-A02",69,0.0413927305041014,0.0119658205550891,0.0804079675384638,0.00432213358469658,"Beneficial",0.0105209134719716,0.0722645475362311
"38","30SC3","LK1-A02",70,0.011095850556205,0.0112163915349715,0.0804079675384638,0.00432213358469658,"Neutral",-0.0178424396040215,0.0400341407164316
"39","30SC3","LK1-A02",71,0.0490578721503843,0.00667046446019732,0.0804079675384638,0.00432213358469658,"Beneficial",0.0318480738430752,0.0662676704576934
"40","30SC3","LK1-A02",72,0.0518513282063516,0.00926104198938139,0.0804079675384638,0.00432213358469658,"Beneficial",0.0279578398737476,0.0757448165389556
"41","30SC3","LK1-A02",73,0.000127583416027771,0.0140329545762503,0.0804079675384638,0.00432213358469658,"Neutral",-0.0360774393906981,0.0363326062227537
"42","30SC3","LK1-A02",76,0.0681366449082529,0.0111205744432378,0.0804079675384638,0.00432213358469658,"Beneficial",0.0394455628446994,0.0968277269718065
"43","30SC3","LK1-A02",80,0.000542021182864487,0.00657959805761335,0.0804079675384638,0.00432213358469658,"Neutral",-0.016433341805778,0.0175173841715069
"44","30SC3","LK1-A02",81,0.0627714966165353,0.00819843340197274,0.0804079675384638,0.00432213358469658,"Beneficial",0.0416195384394456,0.0839234547936249
"45","30SC3","LK1-A02",82,-0.00142070004272942,0.0160734099718683,0.0804079675384638,0.00432213358469658,"Neutral",-0.0428900977701496,0.0400486976846908
"46","30SC3","LK1-A02",83,-0.0293690915500079,0.018419750980187,0.0804079675384638,0.00432213358469658,"Neutral",-0.0768920490788903,0.0181538659788746
"47","30SC3","LK1-A02",84,0.0345665418095726,0.0180434859094938,0.0804079675384638,0.00432213358469658,"Neutral",-0.0119856518369214,0.0811187354560666
"48","30SC3","LK1-A02",85,-0.00671315137792153,0.0110833438515096,0.0804079675384638,0.00432213358469658,"Neutral",-0.0353081785148163,0.0218818757589732
"49","30SC3","LK1-A02",86,0.026253605745491,0.00990880575766697,0.0804079675384638,0.00432213358469658,"Beneficial",0.000688886890710217,0.0518183246002718
"50","30SC3","LK1-A02",88,0.0192224334371064,0.011934989518867,0.0804079675384638,0.00432213358469658,"Neutral",-0.0115698395215704,0.0500147063957832
"51","30SC3","LK1-A02",92,0.0499166914336813,0.0176392565493912,0.0804079675384638,0.00432213358469658,"Beneficial",0.00440740953625206,0.0954259733311106
"52","30SC3","LK1-A02",94,0.0363740532351347,0.00962792578034529,0.0804079675384638,0.00432213358469658,"Beneficial",0.0115340047218439,0.0612141017484256
"53","30SC3","LK1-A02",96,0.0421823360942581,0.019448409784005,0.0804079675384638,0.00432213358469658,"Neutral",-0.00799456114847496,0.0923592333369911
"54","30SC3","LK1-A02",97,0.0328804634616744,0.0182599166112597,0.0804079675384638,0.00432213358469658,"Neutral",-0.0142301213953756,0.0799910483187244
"55","30SC3","LK1-A02",101,-0.00905903696836742,0.00755402566148969,0.0804079675384638,0.00432213358469658,"Neutral",-0.0285484231750108,0.010430349238276
"56","30SC3","LK1-A02",103,0.0231611916027683,0.00962233628283071,0.0804079675384638,0.00432213358469658,"Neutral",-0.0016644360069349,0.0479868192124716
"57","30SC3","LK1-A02",104,0.028149927898925,0.00688866589162581,0.0804079675384638,0.00432213358469658,"Beneficial",0.0103771698985304,0.0459226858993196
"58","30SC3","LK1-A02",105,0.0318752347449975,0.00884431032995959,0.0804079675384638,0.00432213358469658,"Beneficial",0.00905691409370177,0.0546935553962933
"59","30SC3","LK1-A02",108,-0.00115068275529095,0.00718974687934148,0.0804079675384638,0.00432213358469658,"Neutral",-0.019700229703992,0.0173988641934101
"60","30SC3","LK1-A02",110,0.0345815291259486,0.0115353470782522,0.0804079675384638,0.00432213358469658,"Beneficial",0.004820333664058,0.0643427245878392
"61","30SC3","LK1-A02",114,0.0178183834347137,0.00645182950752542,0.0804079675384638,0.00432213358469658,"Beneficial",0.0011726633052981,0.0344641035641293
"62","30SC3","LK1-A02",115,0.0531767632667315,0.00664216270787512,0.0804079675384638,0.00432213358469658,"Beneficial",0.0360399834804137,0.0703135430530493
"63","30SC3","LK1-A02",121,0.0216033327092175,0.0287381942508701,0.0804079675384638,0.00432213358469658,"Neutral",-0.0525412084580273,0.0957478738764622
"64","30SC3","LK1-A02",122,-0.0194305572107376,0.0216559910735512,0.0804079675384638,0.00432213358469658,"Neutral",-0.0753030141804997,0.0364418997590246
"65","30SC3","LK1-A02",123,0.0462860325057129,0.0109393731394555,0.0804079675384638,0.00432213358469658,"Beneficial",0.0180624498059177,0.0745096152055082
"66","30SC3","LK1-A02",124,-0.00278154430456122,0.0055574803728022,0.0804079675384638,0.00432213358469658,"Neutral",-0.0171198436663909,0.0115567550572685
"67","30SC3","LK1-A02",127,0.0337085444422622,0.016600229344849,0.0804079675384638,0.00432213358469658,"Neutral",-0.00912004726744818,0.0765371361519725
"68","30SC3","LK1-B03",1,-0.00664219244428026,0.00567857870534316,0.143233024339903,0.00190025250341806,"Neutral",-0.0212929255040656,0.0080085406155051
"69","30SC3","LK1-B03",2,0.0266221558609693,0.0037408414885851,0.143233024339903,0.00190025250341806,"Beneficial",0.0169707848204197,0.0362735269015189
"70","30SC3","LK1-B03",3,0.0291623173801556,0.008785671667923,0.143233024339903,0.00190025250341806,"Beneficial",0.00649528447691424,0.0518293502833969
"71","30SC3","LK1-B03",5,0.035588559718635,0.00983533473278545,0.143233024339903,0.00190025250341806,"Beneficial",0.0102133961080486,0.0609637233292215
"72","30SC3","LK1-B03",7,0.0305885031096836,0.00296756689318874,0.143233024339903,0.00190025250341806,"Beneficial",0.0229321805252566,0.0382448256941106
"73","30SC3","LK1-B03",10,0.000450878684342663,0.0037263560813705,0.143233024339903,0.00190025250341806,"Neutral",-0.00916312000559323,0.0100648773742786
"74","30SC3","LK1-B03",11,0.00194180684155622,0.00709294764038769,0.143233024339903,0.00190025250341806,"Neutral",-0.016357998070644,0.0202416117537565
"75","30SC3","LK1-B03",14,0.0271437785351319,0.00662398301800302,0.143233024339903,0.00190025250341806,"Beneficial",0.0100539023486841,0.0442336547215797
"76","30SC3","LK1-B03",15,0.0511101354983029,0.00264662443047755,0.143233024339903,0.00190025250341806,"Beneficial",0.0442818444676708,0.057938426528935
"77","30SC3","LK1-B03",17,-0.000444957644054032,0.00362590377844807,0.143233024339903,0.00190025250341806,"Neutral",-0.00979978939245006,0.00890987410434199
"78","30SC3","LK1-B03",18,-0.00348755661057456,0.00369721799442052,0.143233024339903,0.00190025250341806,"Neutral",-0.0130263790361795,0.00605126581503038
"79","30SC3","LK1-B03",19,0.00923586096242825,0.0077568596850313,0.143233024339903,0.00190025250341806,"Neutral",-0.0107768370249525,0.029248558949809
"80","30SC3","LK1-B03",21,0.0161378366342281,0.0139660361757161,0.143233024339903,0.00190025250341806,"Neutral",-0.0198945366991195,0.0521702099675757
"81","30SC3","LK1-B03",23,0.027208603125308,0.0180849555885861,0.143233024339903,0.00190025250341806,"Neutral",-0.0194505822932441,0.0738677885438601
"82","30SC3","LK1-B03",26,-0.0014591583132463,0.00591016802846119,0.143233024339903,0.00190025250341806,"Neutral",-0.0167073918266762,0.0137890752001836
